Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Uo Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Properties,Value
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,A,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC90,'<=',0.12,ug.mL-1,UO_0000274,0.0,CHEMBL1674221,Antibacterial activity against erythromycin-nonsusceptible Streptococcus agalactiae by CLSI M7-A7 broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1671626,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.12
CHEMBL29033,nan,,345.33,0.0,1.96,39,O=C(O)C1=CC(C2CC2)c2nc(N3CC/C(=N\O)C3)c(F)cc2C1=O,MIC,'=',0.2,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,0.2
CHEMBL29051,nan,,377.35,0.0,2.74,37,O=C(O)c1cn(C2CC2)c2c(F)c(N3CCC(=NO)CC3)c(F)cc2c1=O,MIC,'=',0.2,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,0.2
CHEMBL290861,nan,,404.57,0.0,1.74,14,CCCC[S+]([O-])/C=C(\C)C[C@@H]1OCC(C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,MIC,'>',100.0,ug.mL-1,UO_0000274,0.0,CHEMBL813311,In vitro antibacterial activity against Streptococcus agalactiae CMX 508,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124316,1.0,Scientific Literature,J Med Chem,1989.0,nan,100.0
CHEMBL29120,nan,,402.33,0.0,2.89,24,O=C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,MIC,'=',12.5,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,12.5
CHEMBL291272,nan,,399.4,0.0,2.89,61,C[C@H]1C[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,MIC,'=',0.2,ug.mL-1,UO_0000274,0.0,CHEMBL809349,In vitro Minimum inhibitory concentration against Streptococcus agalactiae CMX 508,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124182,1.0,Scientific Literature,J Med Chem,1988.0,nan,0.2
CHEMBL29152,nan,,432.36,0.0,2.71,33,CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,MIC,'=',0.39,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,0.39
CHEMBL291648,nan,,270.72,0.0,0.36,13,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCl)C(=O)O,MIC,'=',6.25,ug.mL-1,UO_0000274,0.0,CHEMBL809347,Compound was tested for antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1123250,1.0,Scientific Literature,J Med Chem,1986.0,nan,6.25
CHEMBL291721,nan,,308.39,0.0,2.15,38,Cc1cc(N(C)C)nc2ccc(Cc3cnc(N)nc3N)cc12,MIC,'=',10.0,ug.mL-1,UO_0000274,0.0,CHEMBL813308,Comparative in vitro antibacterial activity of compound with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124567,1.0,Scientific Literature,J Med Chem,1989.0,nan,10.0
CHEMBL29175,nan,,391.37,0.0,2.92,36,CON=C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,MIC,'=',1.56,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,1.56
CHEMBL29176,nan,,446.39,0.0,3.1,34,CON=C1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1,MIC,'=',1.56,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,1.56
CHEMBL292839,nan,,385.47,0.0,2.12,4m,COc1cc(Cc2cnc(N)nc2N)cc2c1N(CCOC(C)=O)CCC2C,MIC,'=',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL813307,Comparative in vitro antibacterial activity with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124638,1.0,Scientific Literature,J Med Chem,1989.0,nan,1.0
CHEMBL293325,nan,,281.32,0.0,1.79,5b,COc1cc(Cc2cnc(N)nc2N)cc2cccnc12,MIC,'=',3.0,ug.mL-1,UO_0000274,0.0,CHEMBL813307,Comparative in vitro antibacterial activity with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124638,1.0,Scientific Literature,J Med Chem,1989.0,nan,3.0
CHEMBL293837,nan,,360.26,0.0,-0.4,8,CSCC[C@H](N)C(=O)N[C@@H](CCl)C(=O)N[C@@H](CCl)C(=O)O,MIC,'<',0.1,ug.mL-1,UO_0000274,0.0,CHEMBL809347,Compound was tested for antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1123250,1.0,Scientific Literature,J Med Chem,1986.0,nan,0.1
CHEMBL293880,nan,,222.67,0.0,-0.22,10,CC(C)[C@H](N)C(=O)N[C@@H](CCl)C(=O)O,MIC,'=',1.56,ug.mL-1,UO_0000274,0.0,CHEMBL809347,Compound was tested for antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1123250,1.0,Scientific Literature,J Med Chem,1986.0,nan,1.56
CHEMBL293977,nan,,315.38,0.0,0.82,4p,COc1cc(Cc2cnc(N)nc2N)cc2c1NCC(CO)C2,MIC,'=',10.0,ug.mL-1,UO_0000274,0.0,CHEMBL813307,Comparative in vitro antibacterial activity with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124638,1.0,Scientific Literature,J Med Chem,1989.0,nan,10.0
CHEMBL294377,nan,,295.35,0.0,2.1,35,COc1cc(C)c2ccc(Cc3cnc(N)nc3N)cc2n1,MIC,'=',3.0,ug.mL-1,UO_0000274,0.0,CHEMBL813308,Comparative in vitro antibacterial activity of compound with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124567,1.0,Scientific Literature,J Med Chem,1989.0,nan,3.0
CHEMBL294638,nan,,295.35,0.0,2.1,5e,COc1cc(Cc2cnc(N)nc2N)cc2c(C)ccnc12,MIC,'=',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL813307,Comparative in vitro antibacterial activity with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124638,1.0,Scientific Literature,J Med Chem,1989.0,nan,1.0
CHEMBL294655,nan,,381.48,0.0,3.53,54,CCCCCc1cc(OC)c2cc(Cc3cnc(N)nc3N)cc(OC)c2n1,MIC,'=',0.3,ug.mL-1,UO_0000274,0.0,CHEMBL813308,Comparative in vitro antibacterial activity of compound with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124567,1.0,Scientific Literature,J Med Chem,1989.0,nan,0.3
CHEMBL294678,nan,,329.84,0.0,3.49,8g,CC1=CC(C)(C)Nc2c(Cl)cc(Cc3cnc(N)nc3N)cc21,MIC,'=',100.0,ug.mL-1,UO_0000274,0.0,CHEMBL813309,Comparative in vitro antibacterial activity of compound with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124623,1.0,Scientific Literature,J Med Chem,1989.0,nan,100.0
CHEMBL294963,nan,,298.22,0.0,-1.07,12,C#CC[C@H](NC(=O)[C@H](C)N)C(=O)O.O=C(O)C(F)(F)F,MIC,'>',100.0,ug.mL-1,UO_0000274,0.0,CHEMBL809354,Minimum inhibitory concentration against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1122413,1.0,Scientific Literature,J Med Chem,1983.0,nan,100.0
CHEMBL294975,nan,,418.38,0.0,2.43,59,C[C@H]1C[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,MIC,'=',0.2,ug.mL-1,UO_0000274,0.0,CHEMBL809349,In vitro Minimum inhibitory concentration against Streptococcus agalactiae CMX 508,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124182,1.0,Scientific Literature,J Med Chem,1988.0,nan,0.2
CHEMBL295666,nan,,123.54,0.0,-0.36,beta-Cl-D-Ala,N[C@H](CCl)C(=O)O,MIC,'=',12.5,ug.mL-1,UO_0000274,0.0,CHEMBL809354,Minimum inhibitory concentration against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1122413,1.0,Scientific Literature,J Med Chem,1983.0,nan,12.5
CHEMBL297658,nan,,332.66,0.0,-0.85,21,C#CC[C@H](NC(=O)[C@@H](N)CCl)C(=O)O.O=C(O)C(F)(F)F,MIC,'=',0.39,ug.mL-1,UO_0000274,0.0,CHEMBL809354,Minimum inhibitory concentration against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1122413,1.0,Scientific Literature,J Med Chem,1983.0,nan,0.39
CHEMBL298678,nan,,298.22,0.0,-1.07,13,C#CC[C@@H](NC(=O)[C@H](C)N)C(=O)O.O=C(O)C(F)(F)F,MIC,'>',100.0,ug.mL-1,UO_0000274,0.0,CHEMBL809354,Minimum inhibitory concentration against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1122413,1.0,Scientific Literature,J Med Chem,1983.0,nan,100.0
CHEMBL300545,nan,,341.48,0.0,3.56,8f,CSc1cc(Cc2cnc(N)nc2N)cc2c1NC(C)(C)C=C2C,MIC,'=',0.3,ug.mL-1,UO_0000274,0.0,CHEMBL813309,Comparative in vitro antibacterial activity of compound with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124623,1.0,Scientific Literature,J Med Chem,1989.0,nan,0.3
CHEMBL301170,nan,,322.24,0.0,-1.07,18,C#CC[C@H](NC(=O)[C@@H](N)CC#C)C(=O)O.O=C(O)C(F)(F)F,MIC,'=',3.12,ug.mL-1,UO_0000274,0.0,CHEMBL809354,Minimum inhibitory concentration against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1122413,1.0,Scientific Literature,J Med Chem,1983.0,nan,3.12
CHEMBL301628,nan,,285.35,0.0,1.6,4b,COc1cc(Cc2cnc(N)nc2N)cc2c1NCCC2,MIC,'=',3.0,ug.mL-1,UO_0000274,0.0,CHEMBL813307,Comparative in vitro antibacterial activity with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124638,1.0,Scientific Literature,J Med Chem,1989.0,nan,3.0
CHEMBL302880,nan,,265.7,0.0,-1.35,18,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCl)C(=O)O,MIC,'=',12.5,ug.mL-1,UO_0000274,0.0,CHEMBL809347,Compound was tested for antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1123250,1.0,Scientific Literature,J Med Chem,1986.0,nan,12.5
CHEMBL303274,nan,,954.98,3.0,7.3,9B,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC3CC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)c(Cl)c3)C(=O)O[C@]12C,MIC,'=',0.78,ug.mL-1,UO_0000274,0.0,CHEMBL809358,Minimum inhibitory activity against Streptococcus agalactiae CMX 508,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1147642,1.0,Scientific Literature,Bioorg Med Chem Lett,2004.0,nan,0.78
CHEMBL305082,nan,,208.64,0.0,-0.6,17,CN[C@@H](C)C(=O)N[C@@H](CCl)C(=O)O,MIC,'=',6.25,ug.mL-1,UO_0000274,0.0,CHEMBL809347,Compound was tested for antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1123250,1.0,Scientific Literature,J Med Chem,1986.0,nan,6.25
CHEMBL305193,nan,,372.4,0.0,2.34,2,CC(=O)NC[C@H]1CN(c2ccc(N3CCC(=CC#N)CC3)c(F)c2)C(=O)O1,MIC,'=',0.78,ug.mL-1,UO_0000274,0.0,CHEMBL2327770,Antibacterial activity against Streptococcus agalactiae ATCC 2901 by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL2321764,1.0,Scientific Literature,Bioorg Med Chem Lett,2013.0,nan,0.78
CHEMBL305344,nan,,236.7,0.0,0.17,12,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCl)C(=O)O,MIC,'=',3.12,ug.mL-1,UO_0000274,0.0,CHEMBL809347,Compound was tested for antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1123250,1.0,Scientific Literature,J Med Chem,1986.0,nan,3.12
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC,'<=',0.015,ug.mL-1,UO_0000274,0.0,CHEMBL1665255,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.015
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC50,'=',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL1665255,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.03
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC90,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1665255,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.06
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Activity,'=',100.0,%,UO_0000187,0.0,CHEMBL1667182,Antibacterial activity against Streptococcus agalactiae assessed as percent susceptible isolates by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,100.0
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL830510,Minimum inhibitory concentration against Streptococcus agalactiae ATCC 13813,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1141145,1.0,Scientific Literature,J Med Chem,2005.0,nan,0.25
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC50,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL916598,Antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1147105,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,nan,0.25
CHEMBL31,GATIFLOXACIN,4.0,375.4,0.0,1.98,Gati,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC90,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL916598,Antibacterial activity against Streptococcus agalactiae,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1147105,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,nan,0.25
CHEMBL31833,nan,,417.34,0.0,3.15,28,O=C(O)c1cn(-c2ccc(F)cc2F)c2cc(N3CC/C(=N/O)C3)c(F)cc2c1=O,MIC,'=',0.2,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,0.2
CHEMBL31936,nan,,431.37,0.0,3.54,29,O=C(O)c1cn(-c2ccc(F)cc2F)c2cc(N3CCC(=NO)CC3)c(F)cc2c1=O,MIC,'=',0.39,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,0.39
CHEMBL31949,nan,,360.35,0.0,1.78,38,CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,MIC,'=',0.78,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,0.78
CHEMBL31994,nan,,445.4,0.0,3.71,31,CON=C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1,MIC,'=',1.56,ug.mL-1,UO_0000274,0.0,CHEMBL813305,In vitro minimum inhibitory concentration against Streptococcus agalactiae CMX 508 using brain-heart infusion agar,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1125434,1.0,Scientific Literature,J Med Chem,1992.0,nan,1.56
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC,'=',0.12,ug.mL-1,UO_0000274,0.0,CHEMBL1247534,Antibacterial activity against Streptococcus agalactiae by broth dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1240400,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,nan,0.12
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC50,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL1247534,Antibacterial activity against Streptococcus agalactiae by broth dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1240400,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,nan,0.25
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC90,'=',0.5,ug.mL-1,UO_0000274,0.0,CHEMBL1247534,Antibacterial activity against Streptococcus agalactiae by broth dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1240400,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,nan,0.5
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,MXF,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC,'=',0.12,ug.mL-1,UO_0000274,0.0,CHEMBL1265237,Antibacterial activity against Streptococcus agalactiae by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1255444,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,nan,0.12
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,MXF,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC50,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL1265237,Antibacterial activity against Streptococcus agalactiae by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1255444,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,nan,0.25
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,MXF,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC90,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL1265237,Antibacterial activity against Streptococcus agalactiae by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1255444,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,nan,0.25
CHEMBL32,MOXIFLOXACIN,4.0,401.44,0.0,2.37,Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1665255,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.06
